#List of SDSS AGN from DR7 that are found in HSC survey, with their magnitudes 
#Difference between HSC and SDSS larger than 1 mag 
#Within Magellan footprint 
#created on Mar 17, 2019
#code at https://github.com/nevencaplar/Variability/tree/master/HSC 
#@Neven Caplar, Princeton University 
#ncaplar@princeton.edu
# 
#SDSS ID 
#ra (SDSS) 
#dec (SDSS) 
#redshift 
#Delta g-band (g-band psf SDSS magnitude - g_psfflux_mag (HSC))  
#Delta g-band err (sqrt(g-band psf err (SDSS)**2+g_psfflux_magsigma (HSC)**2)) 
#g-band (SDSS - all SDSS magnitudes are psf magnitudes) 
#g-band err (SDSS)  
#r-band (SDSS)  
#r-band err (SDSS) 
#i-band (SDSS) 
#i-band err (SDSS)  
#ra (HSC)  
#dec (HSC)  
#g_cmodel_mag (HSC)  
#g_cmodel_magsigma (HSC)  
#r_cmodel_mag (HSC)  
#r_cmodel_magsigma (HSC)  
#i_cmodel_mag (HSC) 
# i_cmodel_magsigma (HSC)  
#g_psfflux_mag (HSC)  
# g_psfflux_magsigma (HSC) 
#r_psfflux_mag (HSC) 
#r_psfflux_magsigma (HSC) 
#i_psfflux_mag (HSC) 
#i_psfflux_magsigma (HSC) 
#object_id (HSC) 
  
122727.47-012158.1,186.9,-1.366166,0.4562,-1.3108217,0.022110093,19.222,0.022,19.349,0.021,19.034,0.021,186.8645,-1.3661536,20.441994,0.0021710803,20.498512,0.0023698942,19.88412,0.0010718191,20.532822,0.002203685,20.653866,0.0024161243,20.058844,0.0011036646,41130947583692840
123451.74-012540.8,188.8,-1.428012,0.5128,1.414827,0.03500717,20.541,0.035,20.257,0.047,19.75,0.043,188.71562,-1.4280082,19.101149,0.00073551864,19.191277,0.00078474183,19.007095,0.00060331746,19.126173,0.00070854864,19.202719,0.00071583776,19.080626,0.00061164674,41135066457338528
124128.59-012008.0,190.4,-1.335571,1.8822,-1.1940212,0.0313324,20.323,0.031,20.298,0.026,19.969,0.03,190.36914,-1.3355775,21.485853,0.004711571,20.894936,0.0031755504,20.358799,0.002810299,21.517021,0.004551841,20.942047,0.0030404772,20.368711,0.0028091217,41139331359850728
124209.07+011155.4,190.5,1.198744,0.4744,-1.0289513,0.020157197,19.709,0.02,19.366,0.022,18.932,0.022,190.53784,1.1987613,20.546741,0.0024044532,19.673504,0.0014260273,19.09818,0.0016400343,20.737951,0.0025124836,19.981276,0.0014753543,19.615763,0.0017859505,42213438256081600
124757.43-011925.9,192.0,-1.323871,4.1621,1.2538253,0.29403755,23.502,0.294,20.042,0.031,19.825,0.037,191.98933,-1.3238561,22.243982,0.0048174337,19.99615,0.0013328436,19.644001,0.0011640203,22.248175,0.0046990076,19.996128,0.0012424255,19.645798,0.0011571163,41149089525553328
125256.91-001052.7,193.2,-0.181329,0.5521,1.3390074,0.03901763,21.151,0.039,20.922,0.039,20.159,0.032,193.23712,-0.18132406,19.748516,0.0011669907,19.593021,0.0012206812,19.43519,0.0018606172,19.811993,0.0011727847,19.634142,0.0011903911,19.576767,0.0019106902,41148290661638672
134504.64-005608.7,206.2,-0.935759,1.9258,-2.425044,0.030907903,20.401,0.03,20.468,0.032,20.337,0.042,206.26935,-0.9357636,22.824104,0.007483148,22.641222,0.009403017,22.020174,0.005881877,22.826044,0.007436296,22.637304,0.009096703,22.025158,0.005839599,41187993339323864
135751.84+013137.2,209.5,1.527022,2.1047,-1.2330201,0.029064495,19.602,0.029,19.573,0.036,19.538,0.031,209.46599,1.5270205,20.83439,0.0019434206,20.66711,0.0017557838,20.359632,0.0017241916,20.83502,0.0019351715,20.667284,0.0017418755,20.370275,0.0017138233,43334776907658344
135944.21+012809.8,209.9,1.469391,1.0968,-1.0197892,0.036050186,19.902,0.036,19.298,0.026,19.263,0.026,209.9342,1.4693977,20.131039,0.0014721899,19.458431,0.0010481597,19.187695,0.0012303632,20.92179,0.0019015408,20.364288,0.0013985011,20.23022,0.0017180139,42270484011707528
140716.16-010102.6,211.9,-1.01739,0.3827,-1.0582972,0.02106967,19.679,0.021,19.339,0.018,19.008,0.02,211.81732,-1.0173788,20.05636,0.0015398449,19.29674,0.0009906788,18.87047,0.00059680984,20.737297,0.0017120142,20.124111,0.0011367461,19.72896,0.0006945658,41205860403270488
140935.07-010446.6,212.4,-1.079626,0.6389,-1.6258792,0.019066393,19.198,0.019,19.272,0.018,19.116,0.022,212.39612,-1.0796438,20.52427,0.0015082281,20.339468,0.0015149388,20.004354,0.001211409,20.82388,0.0015897603,20.85732,0.0016229651,20.557228,0.0013127042,41205443791454016
141137.69+001421.2,212.9,0.239229,1.0318,-1.0127679,0.020032046,19.34,0.02,19.098,0.016,19.136,0.017,212.90706,0.23924327,20.350368,0.0011499777,19.889292,0.0008969566,19.743715,0.0007522767,20.352768,0.0011326281,19.891224,0.00088697625,19.744474,0.00074727635,42279250039964712
141219.96-013408.4,213.1,-1.569013,0.9844,-1.3354363,0.020029195,18.624,0.02,18.439,0.016,18.4,0.019,213.08319,-1.5690068,19.931028,0.0010855797,19.549696,0.00087886944,19.58504,0.0008698231,19.959436,0.0010810327,19.583569,0.00088198576,19.629276,0.00087396847,40141279744514616
141510.14-000710.7,213.8,-0.119645,0.4988,-1.2924387,0.029140817,20.739,0.029,20.257,0.033,19.741,0.03,213.7923,-0.11965588,21.375967,0.0026402813,20.201899,0.001408168,19.548805,0.0007892357,22.031439,0.0028613396,20.991817,0.0015961668,20.349148,0.000901558,41210000751761792
141527.17+015120.5,213.9,1.855697,1.4995,-1.0267686,0.03209511,19.186,0.032,19.025,0.019,18.853,0.018,213.86322,1.8556842,20.210754,0.0024894637,19.731136,0.0022043302,19.542648,0.0011547065,20.212769,0.002469001,19.732372,0.0021916376,19.54292,0.0011474948,43347979637118784
141545.66-004349.6,214.0,-0.730449,0.6759,-1.1070193,0.03820428,20.91,0.038,20.47,0.03,19.86,0.035,213.94029,-0.7304237,21.880634,0.0038934692,20.99239,0.0024821386,20.140537,0.0011896356,22.01702,0.0039455104,21.263329,0.0025620158,20.478365,0.0012642693,41209850427901464
141647.59-012657.4,214.2,-1.449283,0.3759,1.0995761,0.044007592,19.995,0.044,19.279,0.023,19.055,0.02,214.1983,-1.4492786,18.879753,0.00083151757,18.734035,0.00087534526,18.524952,0.00046896192,18.895424,0.0008174904,18.742416,0.00084943906,18.546505,0.0004687073,41215055928256200
142253.76-013254.5,215.8,-1.548473,0.8478,-1.136954,0.018148739,19.572,0.018,19.413,0.019,19.541,0.023,215.72403,-1.5484691,20.650194,0.002316529,20.639307,0.0028373522,20.60104,0.0020814242,20.708954,0.0023187834,20.685751,0.0028060311,20.710089,0.0021023524,40150350715443744
143101.65-004251.6,217.8,-0.714354,0.3339,-1.2297125,0.0330176,18.967,0.033,18.84,0.017,18.824,0.024,217.7569,-0.714351,20.134193,0.0010762779,19.709991,0.0009181829,19.709827,0.0008525471,20.196712,0.0010780068,19.79515,0.00092688465,19.845528,0.00087332446,41223456884294680
144109.04+001504.7,220.2,0.251307,1.5733,-1.0198032,0.018040322,19.248,0.018,19.092,0.019,18.921,0.02,220.2877,0.25131795,20.270739,0.0012802884,19.873886,0.0011206133,19.643686,0.0008876524,20.267803,0.0012054871,19.875854,0.001094,19.646048,0.00088177994,42301240272518952
144445.87+005413.5,221.2,0.903764,1.391,-1.0191977,0.021118848,20.319,0.021,20.063,0.021,20.073,0.032,221.19115,0.90378034,21.331665,0.0023453992,20.59425,0.001593326,20.653809,0.0016379706,21.338198,0.0022373397,20.609444,0.0015851153,20.675377,0.0016354827,42300707696568808
144622.00+011043.7,221.6,1.17881,1.1598,-1.0439055,0.025052056,19.746,0.025,19.454,0.02,19.472,0.024,221.59169,1.1788074,20.792198,0.0016945958,20.253948,0.0013257882,20.35516,0.0011457566,20.789906,0.0016141552,20.257511,0.001314596,20.35994,0.0011391492,42305797232820240
144640.28-003411.6,221.6,-0.569895,0.6563,-1.047638,0.022100165,20.177,0.022,20.19,0.029,19.935,0.031,221.66786,-0.569895,21.159533,0.0021565477,20.771084,0.0017692309,20.372982,0.0009891555,21.224638,0.0021017436,20.887232,0.0017921965,20.55506,0.0010172675,41237067635652352
144905.68+005424.6,222.2,0.906856,1.8027,-1.1310085,0.020135477,20.239,0.02,20.215,0.027,19.91,0.029,222.27368,0.9068602,21.37204,0.0024415138,21.186134,0.0018424162,20.631355,0.0014960947,21.370008,0.0023318261,21.185642,0.0018218275,20.631935,0.0014864645,42305380620986168
144911.82-010014.8,222.2,-1.004124,2.1728,-1.0651836,0.01804158,18.889,0.018,18.58,0.016,18.583,0.017,222.29926,-1.0041163,19.96856,0.0013204294,19.359127,0.00088267424,19.19527,0.0005206207,19.954184,0.0012241766,19.35885,0.00085654354,19.198498,0.00051643857,41236646728854408
145428.31+013218.0,223.6,1.538344,1.4516,-1.0670766,0.02305475,19.62,0.023,19.328,0.022,19.226,0.031,223.61798,1.5383302,20.68239,0.0016077369,19.916668,0.0015639543,20.02311,0.0011451117,20.687077,0.0015879362,19.91819,0.0014967276,20.032043,0.0011398982,43373672131489504
150026.19-005428.3,225.1,-0.907875,0.281,-1.1696284,0.01904659,19.444,0.019,18.855,0.013,18.551,0.016,225.10915,-0.90788376,20.26475,0.0012483754,19.328888,0.00083971274,18.765915,0.00056867657,20.613628,0.001331387,19.66415,0.0008911,19.200914,0.0006180923,41245442821874568
150029.54+013005.7,225.1,1.501585,2.0708,-1.0941954,0.023081176,19.953,0.023,19.91,0.023,19.914,0.038,225.1231,1.5015771,21.052458,0.0019749254,21.039265,0.0038215446,20.683756,0.00149747,21.047195,0.0019340749,21.034332,0.0037297048,20.68338,0.001486627,43378070177996552
